Show,wds_id,discov#,comp,first,last,Years of Obs,obs,pa_first,pa_last,Δ P.A.,sep_first,sep_last,Δ SEP,mag1,mag2,Δ Mag,spectr,pm1_ra,pm1_dec,PM 1,pm2_ra,pm2_dec,PM 2,rPM,notes,coord_arcsec_2000
Show,20134+5416,STI2514,,1917,2015,98,9,208,203,5,7.8,7.9,0.1,10.8,11.7,0.9,,-8,-13,15.26433752,-12,-15,19.20937271,0.2929793677,,201319.45+541551.0
Show,21599+6200,STI1079,,1898,2015,117,13,49,45,4,9.3,8.8,0.5,10.36,11.32,0.96,F,-8,-12,14.4222051,-5,-15,15.8113883,0.2941742027,V,215954.42+620004.8
Show,18125+0440,BAL2920,,1910,2015,105,9,359,1,358,8.3,7.7,0.6,10.9,11.5,0.6,,2,-12,12.16552506,4,-15,15.5241747,0.2963744892,,181229.26+044013.3
Show,19503+0713,A 2994,"A,BC",1894,2015,121,22,285,273,12,6.2,5.7,0.5,10.43,10.92,0.49,A3,-4,-13,13.60147051,-3,-9,9.486832981,0.3031367544,N,195015.93+071304.5
Show,16555-1154,HU 233,,1900,2015,115,17,63,64,1,5,5,0,9.13,11.74,2.61,G0,-37,-24,44.10215414,-26,-16,30.52867504,0.3084083028,,165528.95-115333.1
Show,22488-1352,DAM 657,,1901,2015,114,7,206,205,1,7.7,8.1,0.4,10.6,12.7,2.1,F3V,-4,-29,29.27456234,-6,-38,38.47076812,0.3149336394,V,224849.83-135153.1
Show,19075+0124,BAL1507,,1909,2015,106,11,91,91,0,8.3,8.4,0.1,10.51,12.3,1.79,,2,-6,6.32455532,2,-8,8.246211251,0.316227766,,190725.84+012426.7
Show,16465-7119,B 2817,AB,1931,2015,84,6,177,175,2,8,8.5,0.5,9.5,12,2.5,F0III,-10,-23,25.07987241,-10,-31,32.57299495,0.3189808891,W,164631.11-711838.5
Show,17262-5142,CPO 525,,1892,2015,123,7,175,176,1,5.1,5.5,0.4,10.56,10.73,0.17,K0,-52,-21,56.08029957,-46,-38,59.66573556,0.3214632681,,172614.25-514202.0
Show,15072-4142,CBL 157,,1899,2015,116,7,293,287,6,9,8.7,0.3,9.4,9.5,0.1,F3/5V,-41,-30,50.80354318,-54,-19,57.24508713,0.3352007616,V,150712.83-414131.1
Show,22208-8027,HJ 5318,,1836,2015,179,18,301,297,4,12,9.2,2.8,9.29,9.4,0.11,F7/G0+F/G,-9,-22,23.76972865,-16,-18,24.08318916,0.3391817327,,222049.02-802714.5
Show,21582+8421,WFC 238,,1898,2015,117,12,168,167,1,8.6,9.6,1,9.1,11.26,2.16,A5,-2,-6,6.32455532,-4,-7,8.062257748,0.3535533906,V,215813.75+842033.6
Show,19450+1902,J 1185,,1895,2015,120,16,98,100,2,5.1,5.2,0.1,9.79,11.2,1.41,A2,-1,-6,6.08276253,1,-5,5.099019514,0.367607311,,194502.16+190126.3
Show,20335+4703,HJ 1541,AC,1828,2015,187,20,268,266,2,4,6.3,2.3,9.26,10.48,1.22,B,-4,-7,8.062257748,-1,-7,7.071067812,0.3721042038,,203330.77+470258.0
Show,22367-3800,B 567,AC,1905,2015,110,16,38,32,6,5.8,6.6,0.8,9.47,10.41,0.94,G0,-21,-12,24.18677324,-15,-5,15.8113883,0.3811812499,,223644.08-375953.6
Show,14278+0007,BAL1172,,1894,2015,121,13,205,198,7,5.6,5.9,0.3,9.4,12.18,2.78,F8,-31,9,32.28002478,-28,-3,28.16025568,0.383187961,N,142746.22+000634.0
Show,19232+2209,HJ 886,AB,1827,2015,188,15,40,45,5,3,8.2,5.2,10.41,11.4,0.99,A0V,5,3,5.830951895,6,1,6.08276253,0.3834824944,,192313.15+220953.1
Show,20516-5623,HJ 5223,,1836,2015,179,21,114,110,4,12,9,3,9.45,9.46,0.01,F8,33,-21,39.11521443,45,-30,54.08326913,0.3834824944,,205133.91-562317.3
Show,22445-4154,UC 4803,,1902,2015,113,8,173,172,1,9.8,9.8,0,10.9,11.5,0.6,,-47,-36,59.20304046,-41,-58,71.02816343,0.3851746181,V,224429.05-415341.4
Show,20266-3630,HJ 5198,,1834,2015,181,14,235,237,2,3,9.1,6.1,10.92,12.3,1.38,,-39,-2,39.05124838,-53,-8,53.60037313,0.3900399307,,202632.23-363039.5
Show,17379-4140,CPO 541,AB,1901,2015,114,8,265,267,2,7.5,7.7,0.2,10.21,10.79,0.58,F3/5V,-7,-14,15.65247584,-13,-16,20.61552813,0.4040610178,,173755.06-413950.0
Show,15289-3747,SWR 174,,1913,2015,102,6,256,256,0,5.9,5.7,0.2,10.41,11.1,0.69,G8V+G8V,-65,-14,66.49060084,-77,-39,86.31338251,0.4170642,NV,152853.86-374724.0
Show,16511-4648,CPO 494,,1902,2015,113,9,98,100,2,6.4,6.6,0.2,10.15,9.78,0.37,B9,-6,-6,8.485281374,-3,-8,8.544003745,0.4249182928,,165107.69-464821.6
Show,16099-3136,COO 194,,1911,2015,104,16,4,359,355,8.1,7.7,0.4,9.2,9.97,0.77,A9V,22,-14,26.07680962,19,-3,19.23538406,0.4372373161,,160951.88-313614.7
Show,18544+1118,HJ 1353,,1828,2015,187,17,212,207,5,5,8.4,3.4,10.05,11.1,1.05,A0,-4,-6,7.211102551,-1,-7,7.071067812,0.4385290097,,185421.17+111802.3
Show,22428+2348,HJ 1800,"AB,C",1828,2014,186,19,248,237,11,8,8,0,9.51,11.6,2.09,G5,-43,-50,65.94694838,-14,-47,49.04079934,0.4420941407,,224249.99+234752.3
Show,17054-0706,STF3109,,1832,2015,183,18,300,296,4,4.8,5,0.2,9.81,11.6,1.79,F8,-5,-22,22.56102835,-15,-23,27.45906044,0.4454529052,,170521.59-070628.0
Show,21111-3717,COO 242,,1911,2015,104,17,239,239,0,5.3,5.2,0.1,9.49,10.92,1.43,F2V,31,17,35.35533906,22,3,22.20360331,0.4707440918,,211107.92-371700.6
Show,19332+3923,SEI 628,,1893,2015,122,14,334,332,2,9.3,8.8,0.5,10.87,12.4,1.53,A8II,-3,0,3,-2,1,2.236067977,0.4714045208,,193312.96+392223.8
Show,16387-3605,HDS2358,,1912,2015,103,7,67,66,1,7.9,8.6,0.7,9.76,11.5,1.74,G8V,37,7,37.65634077,55,11,56.08921465,0.489667571,,163841.40-360435.1
Show,17253-4451,SKF1055,,1902,2015,113,7,51,47,4,7.9,7.6,0.3,10.1,12.9,2.8,G0,17,4,17.4642492,24,9,25.63201124,0.4925677119,V,172517.05-445121.8
Show,21332-4119,CRU 1,AB,1879,2015,136,12,63,63,0,7.4,5.9,1.5,10.22,11.05,0.83,F7V,-25,-30,39.05124838,-6,-24,24.73863375,0.5102233519,W,213310.45-411929.0
Show,19127+3247,SEI 577,,1893,2015,122,12,12,12,0,9.2,9.7,0.5,9.3,11.5,2.2,A0,1,-6,6.08276253,2,-3,3.605551275,0.5198752449,,191240.10+324712.7
Show,22328+2625,HO 475,BC,1893,2015,122,24,219,219,0,7.9,8.3,0.4,9.62,11.3,1.68,F5,23,-9,24.69817807,11,-14,17.80449381,0.5263546146,,223245.49+262432.8
Show,13489-6719,MLO 53,,1895,2015,120,6,285,289,4,6.7,5.7,1,9.83,12.7,2.87,B9V,3,-6,6.708203932,0,-4,4,0.5374838499,,134900.02-671842.2
Show,19522-3506,B 2880,,1912,2015,103,8,79,82,3,9.3,9.2,0.1,10.28,12.3,2.02,F0,-10,6,11.66190379,-4,4,5.656854249,0.5423261445,,195214.40-350530.5
Show,14404-5523,LPO 48,,1892,2015,123,12,329,328,1,9.7,10,0.3,10.19,10.91,0.72,B9.5V,-5,-3,5.830951895,-8,-2,8.246211251,0.5423261445,,144024.72-552255.9
Show,20297+2837,MLB1088,,1927,2015,88,8,331,334,3,10.7,9.5,1.2,10.7,12.2,1.5,G5,-1,-13,13.03840481,5,-17,17.72004515,0.5530663188,,202943.97+283648.8
Show,17414+4128,A 696,AB,1893,2015,122,13,181,176,5,7.6,8.2,0.6,10.36,11.5,1.14,G5,-29,160,162.6068879,-33,70,77.38862966,0.5540284682,,174124.51+412732.1
Show,17239-5154,HJ 4941,,1834,2015,181,11,319,315,4,3,5.7,2.7,10,10.5,0.5,A0V+A0V,8,-4,8.94427191,4,-1,4.123105626,0.5590169944,N,172354.45-515414.6
Show,13137-5616,HJ 4573,AB,1834,2015,181,9,57,56,1,4,7.6,3.6,10.5,11.5,1,A0IV/V,-16,-11,19.41648784,-17,0,17,0.5688650341,,131342.29-561541.0
Show,16332-5307,CPO 481,AB,1892,2015,123,7,321,316,5,7.7,7.6,0.1,10.12,11.1,0.98,A0,3,-12,12.36931688,-4,-13,13.60147051,0.5716619505,,163310.09-530653.8
Show,22514+2421,POU5755,,1891,2014,123,10,298,308,10,6.4,5.3,1.1,10.76,12,1.24,,-17,-9,19.23538406,-6,-7,9.219544457,0.5812381937,V,225124.34+242031.9
Show,18535+1619,HEI 263,,1896,2015,119,12,358,353,5,6.1,6.3,0.2,10.61,11.2,0.59,G2:,3,-8,8.544003745,-1,-5,5.099019514,0.585205736,,185327.94+161944.1
Show,17519+0556,SKF2214,,1899,2015,116,13,236,235,1,7.9,8,0.1,9.9,11.3,1.4,A2m,-14,-10,17.20465053,-24,-8,25.29822128,0.5927489784,,175155.69+055544.9
Show,18085-3113,PRO 197,,1910,2015,105,6,288,283,5,7.9,7.9,0,10.1,11.6,1.5,B8Ib/II,9,-3,9.486832981,4,0,4,0.6146362972,,180825.87-311235.0
Show,20546+3900,SEI1308,,1896,2015,119,10,96,93,3,5.7,6,0.3,10.83,12.7,1.87,B9III,1,-5,5.099019514,2,-2,2.828427125,0.6201736729,B,205439.46+385948.1
Show,19514+3332,J 1259,AC,1915,2015,100,6,255,257,2,7.1,8.5,1.4,10.7,12.9,2.2,A0,-6,-3,6.708203932,-9,-6,10.81665383,0.632455532,,195115.63+333206.3
Show,18306-3624,HDS2625,,1912,2015,103,10,348,343,5,8.7,8.5,0.2,9.65,10.21,0.56,A7V+...,9,-7,11.40175425,5,-1,5.099019514,0.632455532,,183035.72-362423.9
Show,18092-2326,B 380,,1910,2000,90,9,237,241,4,8.3,8,0.3,9.77,11.4,1.63,B3II/III,-5,-5,7.071067812,-3,-1,3.16227766,0.632455532,,180908.40-232607.3
Show,19408+1126,J 2991,,1944,2015,71,12,85,86,1,7,9.1,2.1,10.82,11,0.18,F0,6,-5,7.810249676,2,-8,8.246211251,0.6401843997,,194027.38+112404.4
Show,17097-5224,R 290,,1880,1999,119,8,155,119,36,12.1,9.6,2.5,9.4,10.4,1,G0+K0III,-16,-56,58.24087911,9,-28,29.41088234,0.6445069053,L,170941.48-522416.3
Show,18040-0135,BAL 579,,1893,2015,122,15,0,359,359,7.1,7.1,0,9.96,10.51,0.55,F5,-9,-8,12.04159458,-14,-14,19.79898987,0.6486059321,T,180358.75-013517.8
Show,22047+5649,MLB 94,,1917,2015,98,13,302,305,3,5.4,5.9,0.5,9.51,12.06,2.55,A2,-4,-10,10.77032961,-11,-10,14.86606875,0.6499336836,,220438.68+564900.2
Show,19287-3200,SEE 378,,1896,2015,119,9,2,3,1,10.4,9,1.4,9.5,9.5,0,F5V,6,-5,7.810249676,5,-10,11.18033989,0.6528625492,,192840.85-315955.8
Show,22342+4830,HJ 1787,AB,1828,2015,187,15,291,298,7,8,8.9,0.9,10.97,11.54,0.57,A2,-3,-7,7.615773106,-3,-2,3.605551275,0.6565321643,,223412.19+482930.0
Show,19067+0145,BAL1506,,1909,2015,106,8,85,69,16,7.9,7.8,0.1,9.97,12.5,2.53,F5,3,-27,27.16615541,2,-9,9.219544457,0.6636108828,,190644.55+014500.2
Show,14077-6825,HJ 4641,,1835,2015,180,17,67,64,3,12,9.9,2.1,10.03,10.8,0.77,A0V,-12,-6,13.41640786,-8,2,8.246211251,0.6666666667,,140743.89-682454.9
Show,17469-5601,HJ 4971,,1834,2015,181,10,193,195,2,3,5.9,2.9,9.95,10.8,0.85,F3/5IV/V,-8,-29,30.08321791,-17,-47,49.979996,0.6689647316,,174651.78-560116.2
Show,16072-6008,HJ 4829,,1836,2015,179,12,179,158,21,12,6.9,5.1,9.25,9.73,0.48,A6:V,-16,-19,24.8394847,0,-13,13,0.6879372781,N,160714.44-600724.8
Show,22199-3642,HJ 5326,,1834,2015,181,21,302,302,0,5,6.7,1.7,10.51,10.66,0.15,G0V+G:V,38,-4,38.20994635,14,7,15.65247584,0.6909394042,N,221956.58-364141.9
Show,17465-0429,STF2208,AB,1830,2015,185,22,275,275,0,8.6,9.4,0.8,9.79,11.6,1.81,G0,31,-15,34.43835072,7,-14,15.65247584,0.6975021684,,174632.58-042848.3
Show,20412+0338,BAL2543,,1910,2015,105,11,33,33,0,6.4,6.5,0.1,9.57,11.4,1.83,G0,-65,-92,112.6454615,-16,-30,34,0.7015401361,N,204110.06+033819.2
Show,18118-2956,HDS2567,,1913,2015,102,6,336,333,3,9.5,9.2,0.3,9.8,12.45,2.65,A8/A9III,-8,-10,12.80624847,-17,-10,19.72308292,0.7027819285,,181147.34-295606.0
Show,20369+6818,MLB 299,,1893,2015,122,10,204,204,0,7.6,7.6,0,10.7,11.7,1,A2,-3,-1,3.16227766,-4,-3,5,0.7071067812,,203656.82+681821.5
Show,18055-4238,CPO 572,AB,1901,2015,114,8,271,289,18,6.4,5.1,1.3,9.2,11.91,2.71,F3V,6,-23,23.76972865,7,-6,9.219544457,0.716431669,W,180527.62-423816.2
Show,19382+2913,MLB 765,CD,1895,2015,120,12,228,237,9,6.3,6.5,0.2,10,11.5,1.5,G5III,5,-16,16.76305461,-6,-11,12.52996409,0.720814091,,193808.56+291240.5
Show,22581+4156,ES 1594,,1895,2015,120,18,99,96,3,9,9.1,0.1,9.13,11.61,2.48,A2,0,-5,5,-2,-8,8.246211251,0.7211102551,,225806.68+415604.0
Show,21450+0419,BAL2564,,1910,2015,105,7,165,195,30,7.4,5.2,2.2,10.46,12.5,2.04,K2,34,-25,42.20189569,4,-16,16.4924225,0.7421685451,,214457.80+041908.3
Show,13416-5038,HJ 4603,,1835,2015,180,11,146,150,4,12,8.4,3.6,10.05,10.98,0.93,G0,-17,-6,18.02775638,-26,-16,30.52867504,0.7462727899,,134141.13-503814.6
Show,15148-6519,B 835,,1895,2015,120,6,127,121,6,5.2,5.3,0.1,9.75,12.1,2.35,B9V,-6,-4,7.211102551,-1,-2,2.236067977,0.7467879938,,151445.80-651903.3
Show,17586-2556,B 2847,,1911,2015,104,7,123,97,26,8.5,9.2,0.7,9.68,12.2,2.52,A9V,-20,-43,47.42362281,-1,-13,13.03840481,0.7487947927,,175834.78-255545.7
Show,20374+2847,MLB 483,,1894,2015,121,9,68,69,1,8.2,8.6,0.4,10.53,11.3,0.77,A0,-8,-9,12.04159458,1,-8,8.062257748,0.7520088041,,203729.33+284741.4
Show,19523+3349,SEI 708,,1893,2015,122,13,292,290,2,8.7,8.3,0.4,10.01,11.2,1.19,A0,0,-8,8,-6,-7,9.219544457,0.7603453163,,195218.89+334957.3
Show,19498-3415,COO 265,,1896,2015,119,12,172,170,2,5.4,5.6,0.2,9.24,10.24,1,K0/1III,-13,28,30.87069808,-5,5,7.071067812,0.7888254182,,194945.98-341525.2
Show,19352+2501,POU3940,,1892,2015,123,15,27,26,1,9.8,9.8,0,10.6,10.7,0.1,A0,4,-4,5.656854249,6,0,6,0.790569415,,193512.15+250129.6
Show,14347-7538,HJ 4680,,1835,2015,180,9,0,18,18,8,9.6,1.6,9.8,11.7,1.9,A,-25,-24,34.6554469,-10,-1,10.04987562,0.7923447218,,143441.57-753733.9
Show,21102+4603,SMA 131,,1893,2015,122,10,103,86,17,8.7,8.6,0.1,10.41,11.9,1.49,F8,-5,-20,20.61552813,-1,-4,4.123105626,0.8,,211014.40+460241.4
Show,19139-2548,B 2475,AB,1911,2015,104,12,218,214,4,8.7,8.2,0.5,10.2,10.3,0.1,F8,22,-2,22.09072203,15,-19,24.20743687,0.8322397196,,191351.54-254754.9
Show,19376+3006,BRT 39,AB,1984,2015,31,9,163,166,3,5.4,5.1,0.3,10.7,11.8,1.1,G0,0,-5,5,-3,-8,8.544003745,0.8485281374,W,193737.36+300453.7
Show,15015-5458,LPO 74,,1894,2015,121,8,234,227,7,8.9,7.5,1.4,9.65,10.9,1.25,B8/9V,-3,-4,5,-5,-8,9.433981132,0.894427191,,150131.25-545813.6
Show,21124+1432,HJ 1619,AB,1828,2015,187,25,173,174,1,4.5,6.8,2.3,9.5,10.5,1,A5,0,-6,6,2,-11,11.18033989,0.8975274679,N,211226.45+143155.6
Show,20089+7715,LDS1928,AB,1962,2015,53,8,169,166,3,7,5.4,1.6,10.26,12,1.74,K0,-69,94,116.6061748,-46,-9,46.87216658,0.9050697671,VW,200855.39+771444.9
Show,13440-4738,CPO 375,,1902,2015,113,6,258,273,15,4.8,5.2,0.4,10.39,12.28,1.89,F8,-4,-18,18.43908891,-21,-17,27.01851217,0.9235481452,,134404.79-473738.3
Show,20275+1454,A 1674,AC,1897,2015,118,13,293,294,1,8.4,8.4,0,9.72,12.5,2.78,A0,0,-1,1,1,-1,1.414213562,1,,202731.64+145333.6
Show,20037+0513,GWP2919,,1953,2015,62,10,62,61,1,4.9,5.7,0.8,10.6,12,1.4,,36,-76,84.09518417,0,0,0,1,V K,200343.27+051321.4
Show,18413-1143,GWP2793,,1951,2015,64,8,307,320,13,7.5,9.1,1.6,9.3,11.7,2.4,,48,-121,130.1729619,0,0,0,1,V K,184120.77-114320.2
Show,15054-5402,CPO 410,,1892,2015,123,7,296,291,5,8.1,7.8,0.3,9.75,11.03,1.28,B8Ib/II,1,-8,8.062257748,-8,-9,12.04159458,1.123182292,,150523.35-540209.8
Show,14480-6618,JRN 15,AC,1892,2015,123,6,130,131,1,8.8,9.7,0.9,9.3,12,2.7,B8/9V,-5,-1,5.099019514,-6,-7,9.219544457,1.192927878,,144800.73-661742.7
Show,22035+4534,SAN 2,AB,1940,2015,75,11,128,132,4,8.8,8.6,0.2,10.39,12.65,2.26,C,-5,-3,5.830951895,-5,-10,11.18033989,1.200490096,,220327.82+453407.0
Show,17321-4420,COO 214,AB,1904,2015,111,12,37,38,1,9.1,8.8,0.3,9.33,9.4,0.07,B8/9V:,2,-1,2.236067977,4,1,4.123105626,1.264911064,,173207.30-441919.6
Show,13463-6158,TRR 10,,1894,2015,121,6,27,25,2,9.3,8.8,0.5,9.77,11.8,2.03,B5V:n:,-4,-2,4.472135955,-9,-5,10.29563014,1.303840481,,134619.87-615801.7
